-90;-75;-60;-45;-30;-15;0;15;30;45;60;75;90
1423;1391;1330;1295;1276;1238;1135;1089;962;890;860;771;654
1415;1391;1327;1278;1271;1244;1131;1079;966;887;854;768;645
1423;1396;1327;1290;1275;1231;1140;1089;964;891;855;769;647
1422;1386;1326;1294;1263;1231;1135;1089;964;892;855;771;647
1422;1395;1327;1294;1277;1239;1139;1079;962;894;855;776;643
1420;1383;1326;1286;1278;1238;1143;1077;951;892;852;771;652
1419;1391;1330;1294;1274;1235;1143;1088;960;891;855;771;651
1422;1390;1327;1294;1271;1239;1143;1084;951;894;862;774;647
1423;1391;1327;1294;1278;1239;1135;1079;962;890;855;774;647
1419;1390;1326;1287;1276;1239;1135;1085;960;899;860;775;647
1422;1391;1342;1294;1280;1239;1133;1084;961;892;855;771;647
1420;1390;1326;1294;1276;1234;1135;1089;961;894;854;781;647
1423;1390;1327;1291;1274;1235;1139;1084;963;896;855;774;647
1422;1388;1326;1298;1276;1222;1140;1079;958;894;851;775;651
1423;1398;1327;1295;1270;1238;1139;1088;966;898;855;775;653
1415;1392;1327;1292;1280;1238;1139;1086;950;898;860;780;649
1430;1391;1332;1287;1276;1239;1135;1092;963;894;855;771;635
1422;1391;1331;1294;1272;1239;1142;1077;951;887;858;778;647
1422;1392;1327;1287;1275;1238;1143;1084;960;887;855;774;649
1414;1389;1327;1293;1275;1238;1139;1085;955;887;855;768;647
1420;1390;1326;1294;1270;1235;1134;1079;960;887;855;773;647
1422;1383;1326;1292;1276;1231;1143;1084;956;886;856;768;647
1423;1392;1327;1291;1280;1238;1139;1088;961;887;863;772;645
1415;1395;1323;1295;1270;1235;1143;1086;960;887;855;771;647
1422;1390;1334;1291;1280;1239;1135;1088;963;898;863;774;647
1415;1387;1327;1287;1271;1239;1139;1089;961;891;862;767;644
1422;1388;1335;1295;1271;1240;1140;1089;967;890;858;785;646
1420;1390;1326;1295;1263;1236;1141;1079;955;896;855;772;647
1422;1395;1327;1287;1274;1231;1135;1075;947;886;855;775;647
1428;1391;1327;1294;1276;1238;1143;1089;963;896;857;770;642
1423;1393;1327;1300;1271;1239;1139;1085;965;883;857;767;648
1415;1390;1327;1294;1275;1236;1143;1084;964;907;860;771;646
1423;1391;1326;1295;1271;1244;1135;1088;962;890;855;770;647
1415;1391;1330;1287;1276;1235;1143;1089;960;896;860;780;646
1415;1391;1327;1295;1272;1242;1135;1086;965;879;854;774;647
1420;1390;1327;1287;1276;1231;1142;1083;960;891;855;774;652
1415;1393;1332;1297;1278;1235;1145;1079;963;887;854;774;652
1415;1391;1335;1292;1276;1239;1137;1083;960;892;860;775;647
1423;1391;1327;1295;1271;1231;1143;1083;963;896;855;774;647
1419;1396;1332;1292;1269;1231;1135;1079;962;900;851;774;651
1422;1396;1326;1295;1271;1235;1135;1087;963;898;859;774;649
1420;1388;1326;1291;1270;1236;1135;1091;966;896;860;774;647
1420;1391;1336;1294;1278;1238;1135;1087;963;879;855;774;642
1420;1390;1327;1297;1278;1231;1143;1079;960;887;855;775;646
1420;1391;1330;1294;1276;1239;1140;1088;961;887;855;774;654
1421;1388;1308;1292;1273;1242;1145;1079;955;891;855;781;652
1428;1393;1330;1292;1279;1246;1131;1079;960;887;855;771;647
1422;1390;1327;1291;1276;1236;1143;1083;960;894;851;782;654
1422;1391;1327;1291;1279;1241;1140;1086;966;898;851;771;647
1422;1387;1333;1291;1271;1239;1143;1089;956;894;855;774;651
1422;1391;1327;1295;1278;1235;1142;1079;960;886;855;767;652
1422;1391;1327;1291;1273;1235;1142;1084;963;886;862;775;650
1423;1390;1332;1295;1276;1239;1147;1084;960;887;860;780;647
1419;1387;1326;1295;1271;1238;1143;1089;961;891;855;775;647
1423;1390;1327;1295;1278;1236;1141;1079;962;890;851;778;647
1420;1390;1332;1292;1271;1230;1143;1086;951;887;852;774;643
1422;1394;1326;1295;1267;1235;1135;1089;962;894;855;770;647
1423;1391;1330;1287;1276;1234;1135;1083;962;897;855;768;647
1419;1388;1326;1294;1268;1237;1143;1088;955;896;854;773;646
1420;1391;1327;1291;1270;1242;1143;1088;960;898;855;774;644
1423;1391;1327;1294;1271;1239;1135;1089;960;887;855;778;646
1423;1383;1318;1292;1270;1235;1139;1088;960;896;860;775;647
1426;1391;1327;1295;1271;1231;1148;1083;962;887;847;777;647
1420;1391;1326;1287;1276;1231;1142;1079;963;887;859;775;647
1422;1396;1316;1295;1274;1235;1143;1092;960;895;855;775;646
1415;1392;1326;1291;1271;1231;1142;1088;964;891;863;771;655
1422;1391;1342;1295;1271;1242;1135;1079;963;887;860;776;645
1422;1388;1331;1292;1280;1238;1139;1082;963;894;855;771;647
1422;1390;1327;1294;1274;1231;1135;1093;963;896;855;775;652
1422;1390;1328;1294;1278;1236;1141;1088;963;887;855;772;651
1415;1390;1329;1294;1271;1236;1143;1090;960;883;855;768;643
1422;1391;1327;1290;1271;1234;1140;1087;963;887;855;775;653
1420;1397;1327;1294;1274;1239;1141;1085;951;897;851;772;652
1415;1391;1327;1287;1276;1231;1139;1079;966;891;862;775;647
1423;1392;1327;1294;1275;1239;1135;1079;955;897;847;772;647
1428;1383;1326;1287;1276;1231;1142;1079;951;894;857;776;647
1423;1391;1330;1294;1271;1231;1139;1088;961;894;858;768;654
1422;1388;1327;1290;1270;1238;1148;1088;955;891;855;775;650
1422;1390;1330;1287;1267;1235;1139;1085;963;896;868;774;647
1419;1391;1333;1294;1270;1236;1142;1089;958;887;847;778;644
1422;1390;1327;1298;1275;1244;1139;1086;951;895;854;775;646
1422;1391;1326;1287;1278;1230;1135;1088;961;902;861;775;642
1415;1391;1332;1295;1280;1235;1143;1084;962;894;851;771;646
1419;1396;1319;1287;1276;1231;1148;1088;960;896;855;778;644
1422;1390;1327;1291;1278;1245;1139;1079;960;898;855;775;655
1422;1391;1332;1292;1271;1234;1139;1079;957;887;862;775;654
1423;1391;1327;1287;1270;1236;1143;1079;961;887;839;771;651
1420;1390;1331;1287;1269;1231;1151;1089;951;894;860;774;643
1420;1396;1327;1291;1279;1231;1139;1088;960;887;855;775;655
1422;1391;1327;1291;1271;1235;1140;1079;960;887;849;776;647
1421;1390;1326;1294;1273;1239;1138;1087;960;887;847;772;643
1422;1383;1327;1294;1276;1230;1143;1079;956;894;854;771;655
1424;1391;1332;1294;1275;1234;1139;1091;960;886;855;772;654
1426;1390;1332;1298;1278;1231;1139;1088;961;898;854;768;650
1423;1390;1327;1287;1270;1239;1139;1088;960;879;854;775;647
1419;1390;1326;1295;1276;1235;1143;1088;960;886;851;774;647
1420;1391;1327;1295;1271;1239;1135;1087;961;887;851;774;652
1420;1383;1327;1287;1274;1235;1142;1089;967;887;855;774;647
1415;1390;1326;1295;1271;1238;1135;1089;960;887;860;775;647
1421;1391;1308;1295;1278;1231;1143;1083;967;899;855;771;647
1423;1390;1327;1292;1274;1239;1140;1084;963;887;855;775;646
1422;1396;1327;1287;1271;1239;1141;1089;964;900;863;772;647
1422;1390;1327;1295;1271;1243;1143;1083;960;894;855;774;652
1415;1389;1332;1294;1274;1236;1139;1088;960;900;855;771;647
1419;1390;1331;1290;1276;1238;1145;1086;959;887;860;771;651
1422;1391;1327;1292;1271;1234;1143;1088;961;896;855;774;652
1422;1393;1327;1294;1284;1236;1135;1088;963;886;858;775;647
1419;1392;1332;1287;1271;1231;1139;1089;960;894;851;770;653
1420;1387;1332;1293;1271;1236;1143;1087;960;887;859;763;654
1422;1390;1334;1292;1276;1246;1146;1083;963;895;860;775;647
1422;1393;1336;1291;1276;1236;1142;1079;963;887;855;780;654
1422;1383;1332;1292;1271;1239;1146;1088;963;894;854;771;651
1423;1392;1327;1295;1278;1230;1139;1086;962;887;854;769;615
1422;1383;1332;1295;1270;1231;1142;1089;964;886;850;776;652
1415;1390;1327;1295;1278;1239;1145;1088;961;887;847;775;652
1423;1383;1331;1294;1271;1235;1143;1088;966;899;847;775;647
1422;1390;1332;1294;1271;1234;1152;1089;969;887;854;775;642
1423;1390;1327;1294;1274;1237;1143;1088;966;896;855;774;647
1415;1391;1319;1294;1271;1239;1135;1088;960;896;847;771;654
1420;1390;1331;1294;1276;1231;1143;1083;960;898;854;775;652
1422;1388;1327;1292;1274;1239;1143;1086;967;896;855;774;654
1422;1391;1332;1287;1277;1231;1135;1087;961;892;863;772;654
1422;1390;1332;1291;1271;1244;1143;1088;963;887;854;775;647
1422;1391;1330;1294;1271;1231;1143;1088;964;895;847;767;655
1420;1391;1327;1294;1278;1236;1143;1079;959;887;860;776;647
1420;1391;1327;1287;1278;1237;1142;1083;961;890;859;775;647
1415;1390;1327;1294;1278;1231;1139;1085;955;887;855;774;651
1423;1390;1327;1293;1279;1231;1147;1088;960;892;855;773;647
1422;1391;1327;1294;1270;1235;1141;1083;956;890;854;771;644
1422;1391;1331;1295;1270;1231;1139;1088;964;896;855;767;647
1422;1383;1327;1294;1271;1235;1139;1088;960;890;851;779;647
1423;1390;1334;1297;1276;1229;1143;1088;951;894;858;771;654
1418;1390;1327;1287;1271;1239;1142;1083;951;887;860;775;647
1423;1390;1334;1290;1276;1223;1142;1092;961;891;855;774;647
1415;1390;1303;1287;1276;1238;1150;1083;958;897;855;774;650
1415;1387;1327;1295;1267;1231;1143;1090;960;887;860;774;652
1419;1383;1332;1298;1280;1236;1139;1089;963;892;855;775;653
1422;1391;1340;1287;1275;1231;1139;1091;955;887;855;767;654
1415;1391;1327;1294;1271;1236;1141;1088;960;879;851;767;646
1423;1391;1334;1295;1276;1231;1143;1088;964;894;847;766;643
1422;1391;1327;1291;1278;1237;1141;1083;965;896;857;775;652
1422;1391;1327;1294;1271;1231;1143;1088;962;891;861;774;646
1421;1386;1333;1294;1271;1231;1139;1079;960;900;855;774;647
1422;1391;1327;1292;1276;1234;1143;1089;960;896;855;775;643
1423;1388;1327;1292;1275;1241;1139;1088;961;900;855;775;647
1423;1393;1334;1294;1274;1237;1143;1088;961;898;847;771;647
1419;1388;1327;1294;1276;1230;1143;1083;964;896;847;773;647
1422;1391;1327;1294;1267;1231;1139;1088;963;887;855;771;647
1418;1389;1327;1294;1271;1236;1140;1087;960;896;847;774;654
1422;1391;1327;1295;1278;1233;1143;1089;965;891;855;769;641
1421;1379;1327;1294;1278;1238;1141;1086;959;887;860;771;640
1429;1390;1335;1287;1276;1244;1145;1090;951;887;862;775;647
1415;1388;1327;1291;1278;1237;1143;1092;963;895;854;774;653
1422;1393;1334;1294;1278;1234;1141;1088;964;901;855;775;654
1423;1383;1327;1287;1271;1231;1143;1088;966;894;854;775;643
1415;1391;1334;1298;1282;1239;1135;1089;960;902;855;776;652
1419;1390;1327;1294;1271;1236;1143;1083;960;891;854;775;652
1422;1388;1327;1299;1275;1239;1139;1089;962;887;855;770;647
1415;1390;1327;1295;1271;1238;1141;1088;960;894;847;775;654
1423;1383;1331;1295;1271;1231;1152;1084;963;894;854;775;654
1422;1383;1327;1292;1280;1231;1135;1079;947;892;855;775;646
1426;1383;1334;1294;1277;1236;1135;1088;967;898;855;775;647
1420;1383;1327;1292;1278;1238;1142;1079;960;887;851;780;647
1423;1396;1327;1295;1271;1238;1135;1088;955;883;860;775;654
1423;1391;1335;1291;1271;1239;1139;1088;966;891;854;774;654
1415;1383;1335;1294;1271;1239;1147;1088;967;887;860;774;654
1418;1383;1327;1294;1284;1237;1131;1083;966;887;855;771;651
1428;1383;1327;1294;1271;1231;1139;1088;960;898;862;771;647
1422;1390;1327;1300;1274;1239;1135;1088;964;898;860;780;654
1423;1390;1327;1295;1278;1231;1148;1089;960;898;851;774;643
1420;1388;1327;1298;1271;1236;1143;1085;962;900;852;775;648
1422;1390;1334;1294;1271;1243;1143;1088;966;898;851;780;651
1422;1390;1354;1295;1279;1238;1135;1083;959;890;854;775;655
1422;1391;1334;1295;1271;1231;1143;1091;967;887;855;772;647
1422;1388;1327;1291;1271;1238;1143;1086;959;899;854;772;642
1427;1388;1334;1287;1278;1239;1137;1088;951;887;855;775;654
1423;1388;1327;1291;1271;1231;1142;1083;963;891;859;772;647
1423;1391;1334;1290;1271;1242;1135;1089;951;896;855;769;646
1422;1387;1330;1287;1271;1239;1135;1083;960;891;858;768;651
1425;1388;1334;1295;1276;1236;1139;1088;965;896;855;782;653
1423;1388;1327;1284;1274;1236;1143;1087;962;891;855;781;647
1428;1391;1327;1298;1284;1238;1145;1083;962;887;854;771;643
1415;1383;1327;1287;1267;1238;1141;1079;962;895;855;774;647
1423;1387;1334;1287;1276;1241;1141;1088;962;898;854;785;654
1422;1383;1330;1326;1276;1231;1139;1079;965;892;855;778;652
1423;1386;1332;1295;1271;1223;1135;1088;962;887;856;775;647
1422;1383;1330;1287;1275;1236;1152;1084;951;896;855;774;646
1423;1391;1327;1295;1279;1235;1143;1083;965;894;851;763;651
1422;1383;1334;1291;1271;1238;1143;1079;965;894;862;773;652
1419;1391;1332;1294;1279;1238;1149;1086;963;894;855;771;654
1415;1388;1327;1292;1272;1239;1139;1079;961;897;855;775;651
1423;1391;1309;1295;1281;1238;1135;1088;961;892;855;771;647
1422;1382;1334;1294;1271;1235;1148;1083;966;896;860;775;651
1423;1391;1331;1295;1278;1231;1139;1088;964;896;851;780;655
1424;1386;1332;1302;1270;1239;1143;1088;963;896;851;780;655
1423;1382;1333;1295;1282;1239;1140;1079;951;887;860;773;652
1420;1388;1327;1294;1271;1231;1143;1087;960;896;855;771;654
1422;1390;1327;1294;1270;1239;1145;1088;961;894;854;771;654
1423;1387;1331;1295;1275;1231;1143;1079;962;896;855;774;652
1422;1390;1327;1291;1276;1231;1133;1088;966;896;855;774;647
1422;1388;1334;1295;1271;1239;1143;1079;962;896;859;780;657
1427;1391;1327;1295;1279;1244;1135;1079;963;887;854;774;646
1422;1386;1330;1294;1278;1236;1147;1079;963;894;860;771;647
1427;1383;1332;1300;1278;1239;1145;1088;963;892;854;774;650
1422;1388;1327;1295;1278;1238;1143;1079;961;896;847;775;659
1422;1391;1331;1294;1278;1239;1139;1089;967;898;851;770;647
1422;1383;1327;1295;1277;1239;1143;1088;963;896;858;773;653
1422;1383;1327;1295;1278;1238;1143;1086;964;879;851;776;643
1419;1382;1327;1294;1270;1239;1142;1086;960;892;858;782;654
1422;1383;1332;1295;1283;1243;1153;1083;961;895;862;777;643
1419;1383;1331;1294;1271;1231;1143;1083;964;887;855;779;651
1423;1390;1340;1295;1276;1236;1135;1086;964;891;857;775;651
1420;1388;1331;1287;1270;1235;1143;1079;960;896;854;771;651
1423;1383;1332;1295;1271;1239;1143;1086;967;898;856;774;655
1423;1389;1327;1294;1276;1231;1142;1089;963;887;847;771;646
1420;1383;1327;1295;1280;1231;1143;1089;963;896;847;775;654
1422;1389;1327;1291;1267;1238;1143;1079;962;891;855;775;648
1425;1391;1334;1294;1275;1245;1143;1083;965;898;862;767;653
1415;1379;1334;1295;1280;1240;1140;1083;960;891;854;775;647
1422;1383;1334;1294;1278;1238;1143;1079;963;887;851;775;647
1422;1379;1327;1297;1271;1231;1141;1079;960;898;851;778;655
1423;1387;1334;1298;1280;1243;1143;1079;962;895;854;772;655
1419;1386;1327;1294;1280;1238;1139;1088;962;897;855;771;653
1419;1388;1334;1294;1279;1242;1139;1089;965;891;854;771;654
1422;1383;1332;1294;1274;1231;1145;1085;958;902;847;770;657
1422;1383;1334;1294;1281;1239;1139;1086;964;899;855;771;647
1423;1382;1356;1287;1271;1231;1135;1082;960;911;854;775;647
1423;1388;1332;1295;1276;1247;1131;1089;960;887;859;775;655
1419;1386;1334;1295;1271;1238;1143;1086;963;896;854;774;652
1423;1388;1336;1300;1280;1236;1139;1079;967;894;852;774;655
1420;1383;1334;1287;1274;1238;1143;1079;961;906;855;771;647
1415;1383;1331;1300;1278;1231;1135;1079;963;891;855;774;650
1419;1383;1327;1287;1284;1238;1141;1088;961;904;855;771;655
1423;1390;1332;1295;1280;1231;1144;1079;963;890;855;771;653
1415;1382;1332;1300;1276;1239;1135;1079;955;891;860;775;654
1422;1385;1332;1295;1279;1239;1141;1083;960;887;858;779;647
1415;1388;1327;1287;1280;1231;1147;1087;962;887;855;775;647
1423;1383;1334;1295;1276;1238;1143;1088;966;894;846;770;647
1418;1386;1327;1297;1276;1238;1145;1079;962;896;854;767;647
1422;1383;1330;1294;1274;1242;1146;1089;966;896;855;782;647
1423;1383;1327;1294;1280;1234;1143;1079;963;890;859;773;654
1423;1386;1327;1300;1276;1239;1141;1085;963;887;859;775;654
1422;1383;1327;1294;1276;1239;1139;1088;960;899;855;775;651
1423;1386;1335;1294;1280;1245;1139;1087;958;892;863;780;654
1419;1383;1327;1298;1275;1244;1143;1079;960;890;855;775;663
1422;1382;1327;1295;1280;1231;1139;1088;961;898;860;775;653
1422;1391;1327;1291;1283;1238;1135;1084;963;895;855;767;646
1422;1383;1327;1299;1271;1239;1143;1086;964;895;854;774;647
1419;1383;1303;1294;1274;1235;1143;1079;960;896;855;775;647
1423;1386;1324;1294;1278;1239;1141;1083;960;899;852;775;654
1422;1382;1334;1294;1271;1240;1142;1089;951;896;861;780;655
1422;1383;1331;1295;1278;1235;1139;1089;966;898;854;770;646
1420;1383;1332;1294;1274;1231;1152;1088;963;896;856;774;643
1423;1383;1334;1300;1275;1231;1135;1088;960;896;859;775;647
1415;1383;1335;1299;1274;1231;1147;1079;965;896;847;778;647
1422;1383;1334;1295;1285;1235;1144;1079;961;894;855;775;647
1422;1364;1334;1295;1275;1236;1147;1086;963;891;851;773;657
1422;1386;1327;1295;1271;1242;1143;1079;962;891;854;775;651
1423;1384;1327;1287;1270;1244;1141;1079;962;896;855;771;657
1422;1388;1327;1294;1278;1244;1143;1084;967;886;855;771;655
1423;1367;1334;1295;1276;1235;1135;1082;963;891;855;770;651
1419;1383;1332;1302;1280;1239;1142;1083;960;896;851;777;647
1422;1388;1327;1295;1280;1231;1141;1085;961;897;855;775;655
1420;1388;1332;1300;1275;1239;1139;1079;961;883;855;775;647
1423;1383;1355;1294;1276;1239;1139;1079;963;896;855;771;654
1423;1383;1332;1295;1284;1238;1135;1089;962;883;855;771;654
1424;1384;1327;1295;1271;1231;1143;1083;962;896;855;772;659
1419;1383;1334;1295;1271;1231;1141;1086;960;887;855;775;647
1422;1390;1335;1295;1271;1231;1149;1083;951;902;855;775;654
1423;1390;1330;1298;1274;1239;1139;1084;960;899;856;775;653
1423;1382;1332;1295;1271;1235;1149;1082;960;898;856;772;655
1419;1383;1334;1294;1271;1239;1141;1083;964;883;854;772;647
1420;1386;1338;1294;1278;1239;1147;1088;964;895;855;779;646
1422;1383;1332;1297;1284;1244;1139;1084;956;900;854;771;654
1428;1383;1335;1295;1271;1239;1152;1082;969;887;855;771;654
1422;1388;1327;1295;1274;1238;1142;1087;964;886;855;772;652
1423;1390;1334;1294;1280;1239;1143;1088;960;896;854;772;643
1422;1382;1327;1299;1271;1245;1139;1079;965;896;858;772;647
1424;1391;1334;1294;1278;1238;1143;1087;961;891;851;774;651
1425;1382;1327;1294;1278;1235;1143;1079;963;898;855;779;654
1422;1383;1322;1295;1267;1239;1142;1088;966;898;861;771;655
1422;1390;1337;1295;1284;1244;1143;1083;960;887;847;777;655
1423;1383;1327;1295;1277;1231;1147;1079;964;896;855;779;647
1419;1390;1335;1295;1274;1239;1143;1086;955;891;859;779;647
1423;1383;1327;1292;1278;1235;1135;1088;961;890;855;780;655
1420;1388;1332;1295;1275;1245;1142;1079;974;899;857;771;647
1415;1383;1332;1294;1275;1231;1139;1083;963;899;865;773;650
1423;1385;1332;1295;1271;1242;1135;1083;966;899;851;771;646
1423;1386;1327;1296;1271;1235;1142;1083;963;902;855;771;643
1422;1386;1327;1295;1277;1234;1149;1088;963;901;854;772;654
1419;1383;1332;1294;1280;1236;1149;1089;968;900;856;770;655
1422;1389;1334;1295;1279;1240;1143;1081;965;896;856;771;647
1420;1382;1334;1294;1276;1235;1141;1079;964;896;854;772;647
1422;1383;1333;1295;1276;1243;1135;1085;951;892;851;775;647
1422;1383;1327;1287;1271;1236;1139;1088;964;902;855;771;652
1420;1386;1331;1295;1275;1247;1135;1079;951;887;860;775;655
1423;1390;1327;1287;1275;1231;1143;1086;960;896;855;773;647
1422;1379;1327;1295;1273;1235;1143;1079;960;887;854;767;647
1428;1383;1334;1295;1279;1231;1143;1079;967;900;863;772;652
1428;1383;1335;1295;1278;1240;1147;1078;963;900;854;774;652
1420;1388;1334;1294;1279;1231;1143;1086;969;898;855;771;655
1423;1383;1332;1294;1270;1239;1143;1079;961;883;852;775;654
1423;1383;1327;1294;1271;1231;1142;1086;960;896;847;772;655
1423;1388;1337;1295;1279;1239;1139;1083;960;894;851;776;694
1425;1383;1332;1295;1271;1235;1139;1087;961;898;854;780;655
1422;1383;1334;1300;1278;1239;1139;1083;962;896;854;774;647
1422;1386;1331;1295;1271;1231;1141;1084;951;900;855;771;652
1423;1388;1327;1294;1280;1239;1143;1079;967;898;855;780;691
1423;1391;1334;1294;1280;1236;1147;1079;966;896;853;774;647
1422;1379;1327;1294;1284;1231;1145;1085;965;898;854;775;652
1423;1383;1327;1295;1271;1235;1143;1089;964;894;855;780;647
1422;1388;1336;1294;1278;1244;1135;1082;962;902;847;775;655
1422;1382;1327;1295;1281;1235;1139;1086;961;897;854;774;654
1423;1386;1331;1294;1280;1238;1139;1086;971;900;859;775;657
1419;1387;1334;1294;1275;1231;1141;1079;963;898;857;774;660
1420;1388;1335;1296;1280;1239;1139;1088;971;898;847;776;655
1423;1391;1327;1295;1271;1235;1142;1079;967;894;855;775;652
1415;1383;1334;1295;1271;1239;1145;1089;963;896;855;771;652
1422;1387;1319;1294;1278;1239;1135;1079;960;895;855;774;655
1423;1386;1336;1295;1280;1231;1143;1086;963;887;847;774;647
1426;1386;1335;1300;1280;1236;1135;1089;955;879;855;775;653
1422;1391;1353;1295;1278;1238;1143;1079;962;900;854;769;651
1423;1390;1327;1294;1279;1231;1147;1083;960;898;855;767;647
1420;1383;1335;1295;1278;1235;1146;1085;962;887;854;774;654
1419;1383;1331;1294;1274;1239;1131;1088;963;896;855;771;655
1422;1386;1335;1299;1271;1238;1139;1079;965;895;851;771;659
1428;1383;1339;1297;1281;1228;1139;1079;960;899;854;771;647
1415;1384;1334;1294;1271;1235;1140;1079;964;887;847;772;655
1415;1390;1334;1295;1271;1231;1141;1083;962;899;857;774;651
1420;1383;1331;1295;1279;1246;1143;1079;960;879;847;775;660
1422;1383;1332;1294;1276;1231;1143;1079;966;887;847;778;655
1422;1383;1334;1300;1278;1235;1143;1086;963;887;858;780;654
1426;1386;1332;1295;1278;1238;1147;1079;963;896;855;768;647
1419;1384;1327;1300;1270;1231;1135;1083;960;897;847;774;654
1425;1386;1335;1292;1271;1231;1142;1089;972;887;855;768;647
1422;1388;1332;1300;1278;1237;1139;1079;957;896;851;774;655
1425;1388;1334;1300;1278;1236;1139;1088;964;900;855;780;654
1423;1383;1346;1291;1263;1239;1143;1085;966;896;847;776;655
1423;1387;1332;1294;1285;1231;1135;1078;963;893;847;782;655
1422;1383;1332;1300;1271;1238;1139;1079;967;895;851;775;654
1422;1387;1336;1295;1278;1239;1143;1087;972;896;859;776;655
1422;1386;1334;1294;1279;1236;1139;1083;979;896;851;774;647
1423;1383;1331;1294;1277;1231;1143;1086;975;898;855;771;655
1422;1382;1334;1294;1278;1223;1135;1079;975;899;862;773;655
1423;1387;1338;1295;1271;1236;1142;1089;971;897;854;775;647
1428;1383;1327;1295;1276;1239;1149;1084;975;898;855;763;647
1419;1383;1331;1287;1278;1231;1143;1083;971;898;855;767;654
1415;1383;1335;1294;1278;1236;1135;1083;974;903;854;775;654
1419;1390;1334;1294;1271;1239;1151;1085;974;896;855;778;646
1422;1383;1327;1298;1280;1235;1139;1084;975;898;851;759;659
1423;1386;1331;1295;1280;1236;1138;1088;967;894;849;771;652
1428;1390;1334;1287;1276;1239;1143;1082;975;896;855;770;658
1422;1391;1327;1291;1275;1239;1143;1079;967;896;851;775;651
1422;1383;1331;1295;1271;1231;1139;1083;975;887;862;743;651
1415;1386;1335;1287;1276;1242;1143;1088;975;887;855;775;647
1422;1383;1327;1291;1271;1227;1142;1079;975;886;856;780;647
1423;1388;1327;1298;1271;1243;1139;1079;974;899;855;768;652
1423;1388;1334;1294;1276;1239;1142;1079;975;891;851;771;647
1422;1383;1327;1294;1279;1230;1141;1084;982;896;855;770;647
1423;1388;1336;1294;1274;1231;1143;1079;975;894;859;774;654
1418;1383;1331;1295;1271;1231;1139;1079;979;896;855;771;655
1423;1383;1335;1295;1284;1244;1143;1079;982;879;854;779;642
1423;1383;1334;1295;1275;1240;1135;1088;973;896;855;774;652
1428;1390;1327;1294;1279;1244;1140;1059;975;894;860;771;644
1423;1387;1336;1295;1275;1239;1143;1088;975;896;855;771;655
1422;1388;1332;1295;1276;1239;1147;1083;978;895;852;772;660
1423;1390;1334;1294;1278;1238;1135;1085;977;896;854;774;661
1415;1388;1334;1294;1278;1236;1143;1063;967;898;855;771;651
1428;1387;1334;1295;1278;1235;1135;1079;974;896;855;774;660
1428;1388;1331;1297;1275;1238;1145;1079;967;896;854;775;655
1419;1383;1335;1294;1278;1238;1135;1090;979;896;855;777;647
1422;1386;1334;1295;1279;1239;1143;1088;982;896;851;771;647
1423;1390;1311;1295;1276;1239;1139;1088;975;887;854;776;654
1428;1383;1327;1294;1278;1238;1143;1079;975;896;858;780;647
1419;1390;1335;1295;1284;1239;1143;1079;973;898;854;771;652
1423;1383;1319;1295;1276;1231;1143;1079;967;898;855;775;662
1426;1388;1338;1300;1280;1235;1139;1089;971;891;865;770;660
1423;1389;1327;1294;1274;1235;1143;1086;967;887;847;775;655
1423;1383;1334;1294;1280;1242;1135;1079;979;897;860;773;652
1428;1383;1327;1294;1284;1244;1143;1085;971;899;858;782;655
